headline,brand_extracted,farbe_filled,storage_gb
G-Technology ArmorATD™ 4TB USB Type-C™,G-Technology,,4096.0
USB-Kfz-Lader Robust-QC3,USB-Kfz-Lader,Gold,
G-Technology G-SPEED Shuttle XL 96TB Thunderbolt™ 3,G-Technology,,98304.0
G-technology G-SPEED Shuttle XL ev 32TB Thunderbolt™ 3,G-technology,,73728.0
G-Technology G-SPEED Shuttle XL 64TB Thunderbolt™ 3,G-Technology,,65536.0
G-technology G-SPEED Shuttle XL ev 64TB Thunderbolt™ 3,G-technology,,65536.0
G-Technology G-SPEED Shuttle 32TB Thunderbolt™ 3,G-Technology,,32768.0
G-Technology G-SPEED Shuttle 24TB Thunderbolt™ 3,G-Technology,,24576.0
G-technology G-SPEED Shuttle XL ev 24TB Thunderbolt™ 3,G-technology,,24576.0
G-technology G-SPEED Shuttle XL ev 36TB Thunderbolt™ 3,G-technology,,36864.0
G-Technology G-SPEED Shuttle XL 48TB Thunderbolt™ 3,G-Technology,,49152.0
G-Technology G-SPEED Shuttle 16TB Thunderbolt™ 3,G-Technology,,16384.0
G-Technology G-SPEED Shuttle XL 32TB Thunderbolt™ 3,G-Technology,,32768.0
G-Technology G-SPEED Shuttle XL 80TB Thunderbolt™ 3,G-Technology,,81920.0
G-Technology G-SPEED Shuttle ev 20TB Thunderbolt™ 3,G-Technology,,20480.0
G-technology G-SPEED Shuttle XL ev 48TB Thunderbolt™ 3,G-technology,,49152.0
G-Technology G-SPEED Shuttle 48TB Thunderbolt™ 3,G-Technology,,49152.0
WD Black SN750 High-Performance NVMe M.2 interne Gaming Heatsink SSD 500GB PICe 3.0 x4,WD,Schwarz,500.0
WD Black SN750 High-Performance NVMe M.2 interne Gaming SSD 1TB PICe 3.0 x4,WD,Schwarz,1024.0
WD Black SN750 High-Performance NVMe M.2 interne Gaming SSD 2TB PICe 3.0 x4,WD,Schwarz,2048.0
"Hyundai SSD Sapphire 120GB SATA-III 2.5"" Retail",Hyundai,,120.0
"Hyundai SSD Sapphire 240GB SATA-III 2.5"" Retail",Hyundai,,240.0
"Hyundai SSD Sapphire 480GB SATA-III 2.5"" Retail",Hyundai,,480.0
Crosscall Trekker M1 Core,Crosscall,,16.0
Extreme Pro® Portable SSD,Extreme,aluminium,1024.0
"club3D USB Typ-C Ladegerät bis zu 27W, Schwarz",club3D,Schwarz,
"club3D CAC-1903EU USB-Ladegerät, Schwarz",club3D,Schwarz,
Lenovo 300e (2nd Gen) 81M9 - Flip-Design (Campus),Lenovo,Schwarz,
WD My Book mit Passwortschutz und Software für die automatische Datensicherung™ 12TB Schwarz USB 3.0,WD,Schwarz,12288.0
WD Elements 12TB USB 3.0,WD,,12288.0
WD My Passport™ 1TB Schwarz USB 3.0 Kennwortschutz und Software für automatische Datensicherung,WD,Schwarz,1024.0
"My Passport™ - Externe Festplatte 6.35 cm (2.5"") 2TB USB 3.0",My,Schwarz,2048.0
WD My Passport™ 2TB Blau USB 3.0 Kennwortschutz und Software für automatische Datensicherung,WD,Blau,2048.0
WD My Passport™ 2TB Rot USB 3.0 Kennwortschutz und Software für automatische Datensicherung,WD,Rot,2048.0
WD My Passport™ 4TB Schwarz USB 3.0 Kennwortschutz und Software für automatische Datensicherung,WD,Schwarz,4096.0
WD My Passport™ 4TB Blau USB 3.0 Kennwortschutz und Software für automatische Datensicherung,WD,Blau,4096.0
WD My Passport™ 4TB Rot USB 3.0 Kennwortschutz und Software für automatische Datensicherung,WD,Rot,4096.0
WD My Passport™ for Mac 2TB Blau USB Type™-C,WD,Blau,2048.0
WD My Passport™ for Mac 4TB Blau USB Type™-C,WD,Blau,4096.0
WD My Passport™ for Mac 5TB Blau USB Type™-C,WD,Blau,5120.0
WD My Passport™ 5TB Schwarz USB 3.0 Kennwortschutz und Software für automatische Datensicherung,WD,Schwarz,5120.0
WD My Passport™ GO 2TB USB 3.0 Schwarz-Blau,WD,Schwarz,2048.0
WD My Passport™ GO 2TB USB 3.0 Schwarz-Gelb,WD,Schwarz,2048.0
LaCie Rugged® SSD PRO 1TB Thunderbolt™ 3,LaCie,,1024.0
LaCie Rugged® SSD PRO 2TB Thunderbolt™ 3,LaCie,,2048.0
LaCie Rugged Mini 5TB USB 3.0,LaCie,Orange,5120.0
LaCie Rugged® SSD 500GB USB Type-C,LaCie,,500.0
LaCie Rugged® SSD 1TB USB Type-C,LaCie,,1024.0
LaCie Rugged® SSD 2TB USB Type-C,LaCie,,2048.0
"Western Digital Gold™ 1TB Bulk 3.5"" (8.89 cm) SATA-III WD1005FBYZ",Western,Gold,1024.0
"Western Digital Gold™ 2TB Bulk 3.5"" (8.89 cm) SATA-III WD2005FBYZ",Western,Gold,2048.0
"Western Digital Gold™ 12TB Bulk 3.5"" (8.89 cm) SATA-III WD121KRYZ",Western,Gold,12288.0
"Western Digital Gold™ 8TB Bulk 3.5"" (8.89 cm) SATA-III WD8004FRYZ",Western,Gold,8192.0
"Western Digital Gold™ 4TB Bulk 3.5"" (8.89 cm) SATA-III WD4003FRYZ",Western,Gold,4096.0
"Western Digital Gold™ 6TB Bulk 3.5"" (8.89 cm) SATA-III WD6003FRYZ",Western,Gold,6144.0
"Western Digital Gold™ 10TB Bulk 3.5"" (8.89 cm) SATA-III WD102KRYZ",Western,Gold,10240.0
"Western Digital Gold™ 14TB Bulk 3.5"" (8.89 cm) SATA-III WD141KRYZ",Western,Gold,14336.0
"Contour RollerMouse Red Max, Schwarz",Contour,schwarz,
"Contour Mouse L für Linkshänder, Wireless, Grau",Contour,Grau,
"Contour Mouse L für Rechtshänder, Wireless, Grau",Contour,Grau,
"Contour Mouse M für Linkshänder, Wireless, Grau",Contour,Grau,
"Contour Mouse M für Rechtshänder, Wireless, Grau",Contour,Grau,
"Contour Mouse S für Rechtshänder, Wireless, Grau",Contour,Grau,
"Contour Universal ArmSupport, Schwarz",Contour,Schwarz,
"Contour Roller Mouse Red/Red Plus Armauflage, Schwarz",Contour,Schwarz,
"Contour RollerMouse Red Handgelenksstütze, Schwarz",Contour,Schwarz,
"Contour RollerMouse Red Plus Handgelenksstütze, Schwarz",Contour,Schwarz,
"Contour RollerWave 3 Handgelenksstütze, Schwarz",Contour,Schwarz,
"Contour Balance Handgelenksstütze, Schwarz",Contour,Schwarz,
"Western Digital 2TB SATA 3,5"" WD20EFAX Red™ Serie",Western,Rot,2048.0
WD Red™ SA500 SSD M.2 2TB ,WD,Rot,2048.0
WD Red™ SA500 SSD M.2 1TB,WD,Rot,1024.0
"WD Red™ SA500 SSD 2.5"" SATA-III 4TB",WD,Rot,4096.0
WD Red™ SA500 SSD M.2 500GB ,WD,Rot,500.0
"WD Red™ SA500 SSD 2.5"" SATA-III 2TB",WD,Rot,2048.0
"WD Red™ SA500 SSD 2.5"" SATA-III 1TB",WD,Rot,1024.0
"WD Red™ SA500 SSD 2.5"" SATA-III 500GB",WD,Rot,500.0
"Western Digital 14TB SATA 3,5"" WD140EFFX Red™ Serie",Western,Rot,14336.0
USB-Steckerladegerät 4-fach,USB-Steckerladegerät,Schwarz,
Seagate BackupPlus Slim 1TB USB 3.0 Rot,Seagate,Rot,1024.0
Seagate BackupPlus Slim 2TB USB 3.0 Rot,Seagate,Rot,2048.0
Seagate BackupPlus Portable 4TB USB 3.00 Rot,Seagate,Rot,4096.0
Seagate BackupPlus Portable 5TB USB 3.00 Rot,Seagate,Rot,5120.0
Motorola Moto G8 Plus,Motorola,,
Motorola Moto G8 Plus,Motorola,,
Motorola One Macro,Motorola,Blau,64.0
Motorola One Macro,Motorola,Violett,64.0
LaCie Mobile Drive 1TB USB 3.0 Moon Silber,LaCie,Silber,1024.0
LaCie Mobile Drive 2TB USB 3.0 Moon Silber,LaCie,Silber,2048.0
LaCie Mobile Drive 4TB USB 3.0 Moon Silber,LaCie,Silber,4096.0
Samsung SSD Portable SSD T7 Touch 500GB USB 3.2 Schwarz,Samsung,Schwarz,500.0
Samsung SSD Portable SSD T7 Touch 500GB USB 3.2 Silber,Samsung,Silber,500.0
Samsung SSD Portable SSD T7 Touch 1TB USB 3.2 Schwarz,Samsung,schwarz,1024.0
Samsung SSD Portable SSD T7 Touch 1TB USB 3.2 Silber,Samsung,Silber,1024.0
Samsung SSD Portable SSD T7 Touch 2TB USB 3.2 Schwarz,Samsung,Schwarz,2048.0
Samsung SSD Portable SSD T7 Touch 2TB USB 3.2 Silber,Samsung,Silber,2048.0
WD My Book mit Passwortschutz und Software für die automatische Datensicherung™ 14TB Schwarz USB 3.0,WD,Schwarz,14336.0
"Western Digital 12TB SATA 3,5"" WD120EFAX Red™ Serie",Western,Rot,12288.0
"<b>Das 13"" (33.8 cm) MacBook Pro mit Touch Bar. Mehr Leistung. Mehr Performance. Pro wie noch nie.</b>",<b>Das,grau,
Motorola Moto G8 Plus,Motorola,Dunkelblau,64.0
Motorola Moto G8 Plus,Motorola,Schwarz,64.0
Verbatim M.2 SSD VI560 256GB,Verbatim,,256.0
Verbatim M.2 SSD VI560 512GB,Verbatim,,512.0
Verbatim M.2 SSD VI560 1TB,Verbatim,,1024.0
Samsung SSD Portable T7 500GB USB 3.2 (Gen2) Rot,Samsung,Rot,500.0
Samsung SSD Portable T7 500GB USB 3.2 (Gen2) Blau,Samsung,Blau,500.0
Samsung SSD Portable T7 500GB USB 3.2 (Gen2) Grau,Samsung,Grau,500.0
Samsung SSD Portable T7 1TB USB 3.2 (Gen2) Rot,Samsung,Rot,1024.0
Samsung SSD Portable T7 1TB USB 3.2 (Gen2) Blau,Samsung,Blau,1024.0
Samsung SSD Portable T7 1TB USB 3.2 (Gen2) Grau,Samsung,Grau,1024.0
Samsung SSD Portable T7 2TB USB 3.2 (Gen2) Rot,Samsung,Rot,2048.0
Samsung SSD Portable T7 2TB USB 3.2 (Gen2) Blau,Samsung,Blau,2048.0
Samsung SSD Portable T7 2TB USB 3.2 (Gen2) Grau,Samsung,Grau,2048.0
"Das 13"" MacBook Pro",Das,grau,
"Das 13"" MacBook Pro. Erhältlich bei Conrad Electronic.<br>Power brauchst du überall.<br>",Das,grau,
"Das 13"" MacBook Pro. Erhältlich bei Conrad Electronic.<br>Power brauchst du überall.<br>",Das,grau,
"Das 13"" MacBook Pro. Erhältlich bei Conrad Electronic.<br>Power brauchst du überall.<br>",Das,grau,
"Das 13"" MacBook Pro. Erhältlich bei Conrad Electronic.<br>Power brauchst du überall.",Das,grau,
"Das 13"" MacBook Pro. Erhältlich bei Conrad Electronic.<br>Power brauchst du überall.",Das,grau,
"Das 13"" MacBook Pro. Erhältlich bei Conrad Electronic.<br>Power brauchst du überall.",Das,grau,
Seagate Expansion 3TB USB 3.0 Schwarz,Seagate,Schwarz,3072.0
Seagate Expansion 5TB USB 3.0 Schwarz,Seagate,Schwarz,5120.0
"Crucial® BX500 SSD BX500 1TB 2.5"" SATA-III",Crucial®,,1024.0
"Western Digital 4TB SATA 3,5"" WD40EFAX Red™ Serie",Western,Rot,4096.0
"WD Blue 6TB 3.5"" SATA-III Bulk WD60EZAZ",WD,Blau,6144.0
"Interne SATA SSD 6.35 c (2.5"") 870 QVO 1TB",Interne,,1024.0
Samsung 870 QVO 2TB - Interne SATA SSD,Samsung,,2048.0
Samsung 870 QVO 4TB,Samsung,,4096.0
Samsung 870 QVO 8TB,Samsung,,8192.0
"Western Digital 10TB SATA 3,5"" WD101EFAX Red™ Serie",Western,Rot,10240.0
Western Digital WD Red™ Pro Interne Festplatte 8.9 cm (3.5 Zoll) SATA 6 Gb/s 10 TB,Western,Rot,10240.0
"Western Digital 4TB SATA 3,5"" WD30EFAX Red™ Serie",Western,Rot,3072.0
Samsung G990B S21 FE 5G 256 GB (Lavender),Samsung,,256.0
Samsung G990B S21 FE 5G 256 GB (Graphite),Samsung,graphite,256.0
Samsung G990B S21 FE 5G 256 GB (Olive),Samsung,,256.0
Samsung G990B S21 FE 5G 256 GB (White),Samsung,Weiß,256.0
Samsung G990B S21 FE 5G 128 GB (Lavender),Samsung,,128.0
Samsung G990B S21 FE 5G 128 GB (Olive),Samsung,,128.0
Samsung G990B S21 FE 5G 128 GB (Graphite),Samsung,graphite,128.0
Samsung G990B S21 FE 5G 128 GB (White),Samsung,Weiß,128.0
"ednet Optische Notebook Maus, schwarz",ednet,Schwarz,
"ednet Optische Notebook Maus, blau",ednet,Blau,
"ednet Optische Notebook Maus, rot",ednet,Rot,
